id_petak,rezim,luas_m2,luas_ha,perk_per_mm,hujan_mm,irigasi_mm,etc_mm,perkolasi_mm,limpasan_mm,irigasi_m3,etc_m3,perkolasi_m3,limpasan_m3,tma_rata,tma_min,hari_diairi,hari_kering,nfr_mm_hari,dr_l_detik_ha,debit_l_detik,perk_pl_mm_hari,IR_mm_hari,dr_pl_l_detik_ha,debit_pl_l_detik,isi_mm,isi_m3,Q_isi_l_detik,diameter_cm
PTK-11,FL,547.6958231814278,0.05476958231814279,0.06046659060437428,215.8,413.02883388532973,510.752,105.08315827821224,35.44842566805367,226.21416717249087,279.73673708156065,57.553606875689724,19.414954676750313,9.878071026672904,-4.367792168035047,48,12,3.754807580775725,0.6685910934429709,0.03661845492950189,3.023329530218714,12.228617981053755,2.177460466711851,0.11925860027607633,81.26146878635521,44.50656703987472,2.0604892148090146,9.773939279022681
PTK-12,FL,784.2233847120224,0.07842233847120224,0.07615555442858436,215.8,432.72306795438135,510.752,129.7697297156797,30.638155250491614,339.3515489941554,400.54366218843484,101.76845667079463,24.027157811872954,9.389534970536408,-4.561923424308083,51,11,3.9338460723125577,0.7004711667223215,0.054932586926015825,3.8077777214292183,12.73181577770795,2.2670612139793356,0.1777882418576221,81.33991360547626,63.78866235987007,2.953178812956948,11.70117126042545
PTK-13,FL,1545.014754374497,0.1545014754374497,0.07775653142762845,215.8,434.5921543862919,510.752,132.1336791291837,30.161594444459375,671.4512906622202,789.1193758262831,204.14848380437434,46.6001084321496,9.329804686983227,-4.581126295464869,51,11,3.950837767148108,0.7034967534095633,0.10869128636723324,3.8878265713814226,12.783804255450077,2.2763184215545005,0.3516945546956169,81.34791849047147,125.68373430543238,5.818691403029277,16.424687911648817
PTK-14,FL,1429.3330160808182,0.14293330160808182,0.06855753200983482,215.8,426.7432233321745,510.752,117.48890855311024,36.851573174811136,609.9581784974272,730.03469662931,167.9307760182605,52.673170233275776,9.533043050249542,-4.469261610577345,50,11,3.879483848474314,0.690791283560241,0.0987370788813499,3.4278766004917407,12.486696274623924,2.223414578814801,0.31779998659354214,81.3019234933825,116.20752351996833,5.379977940739275,15.793366412021879
PTK-15,FL,643.8602498019136,0.06438602498019136,0.05970465963404784,215.8,412.10562221079584,510.752,103.91065371027543,35.68875117681357,265.33842886141605,328.85291030682697,66.90393945497807,22.97856824782152,9.909633799237273,-4.3580870066098845,48,12,3.746414747370871,0.6670966430503688,0.04295170112364284,2.985232981702392,12.204471795602815,2.1731609322654584,0.13992119407081974,81.25765913150357,52.318576706728635,2.422156329015215,10.59706378999282
PTK-16,FL,654.9084087963683,0.06549084087963683,0.09187039486244662,215.8,454.1361618013886,510.752,155.9304923519263,26.067918646701187,297.4175911022375,334.49577960956276,102.12019062903433,17.072099121544255,9.132157287303563,-4.7456188760439995,53,11,4.128510561830805,0.7351336470496448,0.04814452070419539,4.593519743122331,13.247191581382308,2.358830409790297,0.15448178702962487,81.41848780764556,53.32165229671167,2.468595013736651,10.698167357427305
PTK-17,FL,1194.5764896953137,0.11945764896953137,0.12495085677859483,215.8,509.28114001831466,510.752,210.93368218172964,26.567068233763095,608.3752765111059,610.1323312648609,251.97641761915753,31.736395112184596,8.544367176759748,-3.960180897345566,57,10,4.629828545621042,0.8243996698043166,0.09848084636608162,6.247542838929741,14.368281601268551,2.5584547010805823,0.3056269835861315,81.5838901172263,97.4581970719244,4.511953568144649,14.463279358034223
PTK-18,FL,819.8452086827696,0.08198452086827696,0.09171089577736907,215.8,453.94986177881844,510.752,155.69720044746686,26.11313447643704,372.1686191615698,418.73758002514194,127.64760379217647,21.40872818419575,9.137576744296666,-4.743807743475266,53,11,4.126816925261986,0.7348320735865359,0.06024485547163458,4.585544788868454,13.24190433681708,2.3578889488634402,0.19331039573317432,81.41769031222017,66.74990330449126,3.0902733011338546,11.969690160323989
PTK-19,FL,841.6022002882343,0.08416022002882342,0.10015231869737314,215.8,473.7801444400033,510.752,170.6299837537708,31.103931542651615,398.73441201358423,429.85000700161623,143.60256976231918,26.17713722391021,9.01108055744056,-4.83817608286055,54,11,4.307092222181848,0.766932375744631,0.06454519748989643,5.007615934868657,13.523303739998818,2.4079956801992197,0.20265744627402266,81.4598974268202,68.55682890966575,3.1739272643363776,12.130618615294713
PTK-20,FL,2136.0871126497304,0.21360871126497305,0.05970772036606434,215.8,412.1093364449621,510.752,103.9153706813492,35.687784485767935,880.3014425827154,1091.010764960075,221.97228411864964,76.23221651906987,9.90950683504971,-4.358126044700361,48,12,3.746448513136019,0.6671026554729378,0.14249893851701556,2.985386018303217,12.204568738269312,2.1731781941362733,0.46420979339859075,81.25767443516365,173.57347116484053,8.035808850224099,19.30186450189237
PTK-21,FL,860.6159389574896,0.08606159389574895,0.044467449777926875,215.8,398.3486764549842,510.752,77.88531668502534,40.6340342677381,342.8252202197794,439.56131205441574,67.02934494988452,34.97029755496023,10.202196875378373,-5.6630508434866655,47,11,3.62135160413622,0.6448275648390704,0.05549488801796481,2.2233724888963438,11.727320745340222,2.0881981384152817,0.17971366016215493,81.18147308222296,69.86606968260948,3.234540263083772,12.245901012641736
PTK-22,FL,798.458686970811,0.0798458686970811,0.08108319731145171,215.8,440.3335646820596,510.752,138.89507634772164,29.179473637802353,351.58815988521394,407.81437128771563,110.90198028731236,23.298604207339057,9.401527413750097,-4.620671678357346,52,11,4.003032406200542,0.7127906706197545,0.0569133902948093,4.0541598655725855,12.892207073472342,2.2956209176410862,0.183295846368243,81.3645518198906,64.96623321207835,3.0076959820406644,11.808682112340547
PTK-23,FL,1482.894049735056,0.1482894049735056,0.07452000833294692,215.8,430.9812358590017,510.752,127.51963828096827,31.127664289700597,639.0995102027742,757.3911016902792,189.09811283121448,46.1590281573474,9.471037426676359,-4.542190540096684,50,12,3.9180112350818335,0.6976515731983322,0.10345433666841077,3.726000416647346,12.67882647795146,2.257625797356029,0.33478198614276167,81.33173587499807,120.60634718365783,5.583627184428603,16.089504527256285
