id_petak,rezim,luas_m2,luas_ha,perk_per_mm,hujan_mm,irigasi_mm,etc_mm,perkolasi_mm,limpasan_mm,irigasi_m3,etc_m3,perkolasi_m3,limpasan_m3,tma_rata,tma_min,hari_diairi,hari_kering,masuk_mm,keluar_mm,delta_simpanan_mm,etc_pct,perkolasi_pct,limpasan_pct
PTK-06,FL,3029.7854154821,0.30297854154820997,0.06438156097030819,215.8,421.4298478360311,510.752,110.8541617596035,38.12432944984374,1276.8420066224476,1547.4689605283133,335.86432254474016,115.50853734217128,9.655458359260626,-4.41725232897728,49,12,637.2298478360311,659.7304912094473,-22.50064337341621,77.4182801622018,16.802946542061548,5.778773295736646
PTK-06,SRI,3029.7854154821,0.30297854154820997,0.06438156097030819,215.8,402.6134005816489,488.4549999999999,123.19373110489147,32.55653757422286,1219.832209159932,1479.913835119309,373.2505697804237,98.6393227209754,-6.4472683834646185,-36.17434048732773,13,76,618.4134005816488,644.2052686791142,-25.79186809746534,75.82288189004316,19.12336596648601,5.053752143470846
PTK-07,FL,2841.467973751882,0.28414679737518816,0.09180963776110729,215.8,454.06520601479986,510.752,155.8416390098086,26.08513972053229,1290.2117408861043,1451.2854505297212,442.8190262233731,74.12008910673562,9.134221387499514,-4.744929099306582,53,11,669.8652060147999,692.6787787303409,-22.813572715541,73.73576550680431,22.498399517228112,3.765834975967584
PTK-07,SRI,2841.467973751882,0.28414679737518816,0.09180963776110729,215.8,448.8653026987761,488.4549999999999,174.3486255183323,36.76182413984367,1275.4363821470165,1387.9292391189754,495.4060356780014,104.45754595006461,-6.637816398934898,-37.40691558730519,14,77,664.665302698776,699.5654496581758,-34.90014695939976,69.82263064001668,24.922417995846303,5.254951364137031
PTK-08,FL,727.1039069538456,0.07271039069538456,0.061940343628666385,215.8,414.8065922874169,510.752,107.34125848396471,34.9853959389713,301.60749388239174,371.36977468449055,78.04824842103336,25.438018073553238,9.817267609131658,-4.386490884646843,48,12,630.6065922874169,653.0786544229361,-22.472062135519195,78.20681269261561,16.436191530224185,5.3569957771601935
PTK-08,SRI,727.1039069538456,0.07271039069538456,0.061940343628666385,215.8,371.6653644538407,488.4549999999999,120.72425195455708,33.038743425863586,270.2393385738125,355.1575388711406,87.77907526023888,24.022599425791096,-5.527838055717466,-34.971332644723304,12,75,587.4653644538407,642.2179953804206,-54.752630926579855,76.05750749956196,18.798017623758042,5.144474876679989
PTK-09,FL,808.4572201728224,0.08084572201728224,0.06682596343279747,215.8,424.3484352732365,510.752,114.54834283389071,37.377234917145316,343.0675563656876,412.9211421177094,92.60743482289072,30.217895438861856,9.558652144648892,-4.447789401610023,49,12,640.1484352732365,662.677577751036,-22.529142477799496,77.07398245363396,17.285682612446237,5.640334933919814
PTK-09,SRI,808.4572201728224,0.08084572201728224,0.06682596343279747,215.8,406.23192559522965,488.4549999999999,127.3337978548538,32.07899508216626,328.4211333121722,394.8949714795159,102.9439282477832,25.934495190065775,-6.659209334173541,-36.39433670895177,13,76,622.0319255952297,647.86779293702,-25.835867341790276,75.39424020225732,19.65428737823244,4.95147241951024
PTK-10,FL,877.470651457978,0.08774706514579779,0.058686597183134036,215.8,410.8676656561103,510.752,102.33857817648467,36.01087016479879,360.5243182462858,448.1698901734652,89.79909886180322,31.598481703074654,9.951942882787971,-4.345078953091978,48,12,626.6676656561103,649.1014483412835,-22.433782685173128,78.68600529319073,15.76619162351295,5.547803083296319
PTK-10,SRI,877.470651457978,0.08774706514579779,0.058686597183134036,215.8,377.3850253520027,488.4549999999999,111.78828934560487,33.68981225428705,331.1442840461073,428.6049270579066,98.09094307746084,29.561821506266227,-5.488573485324929,-34.364793746482064,12,71,593.1850253520026,633.9331015998919,-40.74807624788923,77.0515057136564,17.634083007099424,5.314411279244169
PTK-11,FL,547.6958231814278,0.05476958231814279,0.06046659060437428,215.8,413.02883388532973,510.752,105.08315827821224,35.44842566805367,226.21416717249087,279.73673708156065,57.553606875689724,19.414954676750313,9.878071026672904,-4.367792168035047,48,12,628.8288338853297,651.2835839462659,-22.45475006093625,78.42236662948649,16.134777671116936,5.442855699396584
PTK-11,SRI,547.6958231814278,0.05476958231814279,0.06046659060437428,215.8,375.299284179134,488.4549999999999,117.17743505492554,33.33244364772342,205.54985038789144,267.5247633120843,64.17759175069574,18.256040162288436,-5.341452670444155,-35.63232610741556,12,74,591.099284179134,638.9648787026489,-47.865594523514915,76.44473370613993,18.338634713826842,5.216631580033233
PTK-12,FL,784.2233847120224,0.07842233847120224,0.07615555442858436,215.8,432.72306795438135,510.752,129.7697297156797,30.638155250491614,339.3515489941554,400.54366218843484,101.76845667079463,24.027157811872954,9.389534970536408,-4.561923424308083,51,11,648.5230679543813,671.1598849661714,-22.63681701179007,76.09989980639912,19.335143923600338,4.564956270000534
PTK-12,SRI,784.2233847120224,0.07842233847120224,0.07615555442858436,215.8,441.4360176180448,488.4549999999999,147.32379124304407,47.46102635471523,346.184447870219,383.05783337951084,115.53476221722742,37.220046729801275,-5.674938617914355,-36.32177767071551,14,75,657.2360176180448,683.2398175977593,-26.003799979714472,71.49100322012642,21.562530088048433,6.9464666918251465
PTK-13,FL,1545.014754374497,0.1545014754374497,0.07775653142762845,215.8,434.5921543862919,510.752,132.1336791291837,30.161594444459375,671.4512906622202,789.1193758262831,204.14848380437434,46.6001084321496,9.329804686983227,-4.581126295464869,51,11,650.3921543862918,673.0472735736431,-22.65511918735126,75.8864971383195,19.632154280575353,4.481348581105153
PTK-13,SRI,1545.014754374497,0.1545014754374497,0.07775653142762845,215.8,438.6834464800419,488.4549999999999,148.1806539991059,43.880410046633166,677.7723973115197,754.6701818479949,228.94129674148095,67.79588095005116,-5.560099124804551,-36.4738704856247,14,74,654.483446480042,680.5160640457391,-26.032617565697137,71.77714470046216,21.774747405396493,6.44810789414133
PTK-14,FL,1429.3330160808182,0.14293330160808182,0.06855753200983482,215.8,426.7432233321745,510.752,117.48890855311024,36.851573174811136,609.9581784974272,730.03469662931,167.9307760182605,52.673170233275776,9.533043050249542,-4.469261610577345,50,11,642.5432233321745,665.0924817279214,-22.549258395746847,76.79413224955691,17.665048362578403,5.540819387864698
PTK-14,SRI,1429.3330160808182,0.14293330160808182,0.06855753200983482,215.8,407.98657966289915,488.4549999999999,129.45474604154265,31.7438691975335,583.1486884300687,698.164858369756,185.03394260553452,45.37256030218554,-6.057996749344958,-36.55017788088514,13,74,623.7865796628992,649.6536152390761,-25.86703557617693,75.18699019634421,19.926733724694596,4.886276078961183
PTK-15,FL,643.8602498019136,0.06438602498019136,0.05970465963404784,215.8,412.10562221079584,510.752,103.91065371027543,35.68875117681357,265.33842886141605,328.85291030682697,66.90393945497807,22.97856824782152,9.909633799237273,-4.3580870066098845,48,12,627.9056222107959,650.351404887089,-22.445782676293106,78.53477307220925,15.97761655151893,5.487610376271838
PTK-15,SRI,643.8602498019136,0.06438602498019136,0.05970465963404784,215.8,374.2174166472267,488.4549999999999,115.88809110383288,33.48506103704527,240.94371936271014,314.49675831699363,74.61573528718075,21.55969976394429,-5.271351372930556,-35.559942665234544,12,74,590.0174166472267,637.828152140878,-47.81073549365135,76.58097221963232,18.16917154171591,5.249856238651783
PTK-16,FL,654.9084087963683,0.06549084087963683,0.09187039486244662,215.8,454.1361618013886,510.752,155.9304923519263,26.067918646701187,297.4175911022375,334.49577960956276,102.12019062903433,17.072099121544255,9.132157287303563,-4.7456188760439995,53,11,669.9361618013886,692.7504109986274,-22.814249197238837,73.72814102899349,22.508899291325754,3.7629596796807725
PTK-16,SRI,654.9084087963683,0.06549084087963683,0.09187039486244662,215.8,448.9530379139428,488.4549999999999,174.45355547353375,36.74681665545708,294.0231196845159,319.89328681863003,114.25110042404097,24.065799224157285,-6.641612779371385,-37.412687511932425,14,77,664.7530379139428,699.6553721289907,-34.90233421504797,69.81365675985217,24.934212245478324,5.2521309946695185
PTK-17,FL,1194.5764896953137,0.11945764896953137,0.12495085677859483,215.8,509.28114001831466,510.752,210.93368218172964,26.567068233763095,608.3752765111059,610.1323312648609,251.97641761915753,31.736395112184596,8.544367176759748,-3.960180897345566,57,10,725.0811400183147,748.2527504154926,-23.171610397177915,68.25928801683492,28.19016462881046,3.550547354354639
PTK-17,SRI,1194.5764896953137,0.11945764896953137,0.12495085677859483,215.8,487.6599778272469,488.4549999999999,237.2525258450116,22.078798248279398,582.5471444777671,583.4968592741244,283.41628949528064,26.374813308120643,-8.748197781090182,-37.88869253208824,15,82,703.4599778272469,747.786324093291,-44.326346266044084,65.32013013105895,31.727315437693516,2.952554431247519
PTK-18,FL,819.8452086827696,0.08198452086827696,0.09171089577736907,215.8,453.94986177881844,510.752,155.69720044746686,26.11313447643704,372.1686191615698,418.73758002514194,127.64760379217647,21.40872818419575,9.137576744296666,-4.743807743475266,53,11,669.7498617788185,692.5623349239039,-22.81247314508539,73.74816305251707,22.481326603557537,3.7705103439253955
PTK-18,SRI,819.8452086827696,0.08198452086827696,0.09171089577736907,215.8,448.722698308962,488.4549999999999,174.17806983100212,36.7862207259451,367.8831542358064,400.45749140714213,142.79905600855994,30.15900680771288,-6.631645267245238,-37.397535098850064,14,77,664.5226983089619,699.4192905569472,-34.89659224798527,69.83722162010194,24.90324075738663,5.25953762251142
PTK-19,FL,841.6022002882343,0.08416022002882342,0.10015231869737314,215.8,473.7801444400033,510.752,170.6299837537708,31.103931542651615,398.73441201358423,429.85000700161623,143.60256976231918,26.17713722391021,9.01108055744056,-4.83817608286055,54,11,689.5801444400033,712.4859152964224,-22.905770856419053,71.68590831546571,23.948541310150947,4.365550374383352
PTK-19,SRI,841.6022002882343,0.08416022002882342,0.10015231869737314,215.8,455.5946524557613,488.4549999999999,192.08729365231534,26.052842276551416,383.42946194632214,411.0848027417894,161.66108898520076,21.926129383708002,-6.91952828199737,-38.17670868276358,14,76,671.3946524557614,706.5951359288667,-35.20048347310535,69.12798789053268,27.184915927818228,3.687096181649087
PTK-20,FL,2136.0871126497304,0.21360871126497305,0.05970772036606434,215.8,412.1093364449621,510.752,103.9153706813492,35.687784485767935,880.3014425827154,1091.010764960075,221.97228411864964,76.23221651906987,9.90950683504971,-4.358126044700361,48,12,627.909336444962,650.3551551671171,-22.44581872215508,78.53432020059189,15.978249707984064,5.487430091424047
PTK-20,SRI,2136.0871126497304,0.21360871126497305,0.05970772036606434,215.8,374.22176905749444,488.4549999999999,115.89327802305533,33.484446900795746,799.3702981566975,1043.3824306093238,247.5581376277807,71.525695498994,-5.271633676889318,-35.56023343477611,12,74,590.0217690574945,637.8327249238511,-47.81095586635661,76.580423191412,18.169854492318734,5.249722316269263
PTK-21,FL,860.6159389574896,0.08606159389574895,0.044467449777926875,215.8,398.3486764549842,510.752,77.88531668502534,40.6340342677381,342.8252202197794,439.56131205441574,67.02934494988452,34.97029755496023,10.202196875378373,-5.6630508434866655,47,11,614.1486764549842,629.2713509527634,-15.122674497779258,81.16562103561265,12.377063816285487,6.457315148101874
PTK-21,SRI,860.6159389574896,0.08606159389574895,0.044467449777926875,215.8,344.6284469288578,488.4549999999999,88.50103456330349,36.65248284556765,296.5927344451403,420.3721584634805,76.16540095940667,31.54371093926148,-4.542395937239937,-35.58989867201879,11,72,560.4284469288577,613.6085174088711,-53.18007048001334,79.6036864127366,14.423045321636536,5.973268265626873
PTK-22,FL,798.458686970811,0.0798458686970811,0.08108319731145171,215.8,440.3335646820596,510.752,138.89507634772164,29.179473637802353,351.58815988521394,407.81437128771563,110.90198028731236,23.298604207339057,9.401527413750097,-4.620671678357346,52,11,656.1335646820596,678.826549985524,-22.69298530346441,75.2404277662522,20.461055383099495,4.298516850648315
PTK-22,SRI,798.458686970811,0.0798458686970811,0.08108319731145171,215.8,443.46015230478474,488.4549999999999,153.90209235107625,42.995557505314565,354.08461093315424,390.0111379443274,122.88446258070083,34.330176391271465,-5.890338249511614,-37.67748775803065,14,74,659.2601523047847,685.3526498563907,-26.092497551606016,71.27060792751749,22.455898052385876,6.273494020096645
PTK-23,FL,1482.894049735056,0.1482894049735056,0.07452000833294692,215.8,430.9812358590017,510.752,127.51963828096827,31.127664289700597,639.0995102027742,757.3911016902792,189.09811283121448,46.1590281573474,9.471037426676359,-4.542190540096684,50,12,646.7812358590018,669.399302570669,-22.61806671166721,76.30004961740748,19.049861239959377,4.650089142633134
PTK-23,SRI,1482.894049735056,0.1482894049735056,0.07452000833294692,215.8,416.65517890270814,488.4549999999999,139.36507750553122,30.60946154717,617.8554855861211,724.3270130633366,206.66364417381712,45.390588393892386,-6.527468979595118,-37.08680074996522,13,74,632.4551789027082,658.4295390527011,-25.97436014999289,74.1848551786957,21.166285720722556,4.648859100581755
