hujan_mm,irigasi_mm,irigasi_pl_mm,etc_mm,perkolasi_mm,limpasan_mm,wlr_mm,masuk_mm,keluar_mm,tma_rata,tma_min,hari_kering,hari_diairi,hari_limpas,zona,rezim,bulan,tahun_tanam
1785.7000000000003,95.75562699338332,95.7556269933833,432.97926831486734,192.0,1060.5057400976764,0.0,1881.4556269933837,1685.4850084125437,32.13714960581857,0.7391091919809556,0,16,92,R054,SRI,1,2021
1326.0,135.3811163638027,112.62308687536522,489.15152967617604,192.0,573.83482984284,0.0,1461.3811163638027,1254.986359519016,30.797156621824865,-3.6496851793654295,2,19,70,R054,SRI,1,2022
1175.0,111.82364161419363,101.59214803911586,480.00972473814807,192.0,409.3605860852462,0.0,1286.8236416141935,1081.3703108233942,23.495697702137534,-4.023429193709212,12,18,55,R054,SRI,1,2023
1369.3,208.93941530136544,208.93941530136544,538.9437298637173,192.0,660.9549692114356,0.0,1578.2394153013654,1391.8986990751528,29.350109564066145,4.170940455241283,0,22,62,R054,SRI,1,2024
2036.1,203.0926391799964,66.5174047391483,469.43137534805004,280.0,1315.6608641499886,100.0,2239.192639179996,2065.092239498039,39.107750363313464,-5.142043478879866,4,44,96,R054,FL,2,2015
1761.9,236.92198878376183,136.92198878376178,471.6459065181744,280.0,1057.0057493773556,100.0,1998.821988783762,1808.65165589553,41.94199523904313,7.921660745988857,0,52,80,R054,FL,2,2016
1041.1999999999998,294.5853003264694,154.841362134255,484.7734655861504,280.0,395.2148560481414,100.0,1335.7853003264693,1159.9883216342919,32.141316662899115,-5.993196717861973,4,56,43,R054,FL,2,2017
997.9,381.8177169218518,183.9932188660017,498.97727097847644,280.0,417.69455288423666,100.0,1379.7177169218517,1196.6718238627132,31.55316752159411,-5.6610908922588425,9,62,40,R054,FL,2,2018
1430.3000000000002,247.55847603778247,135.4288589526586,490.1473274462357,280.0,734.2861611865317,100.0,1677.8584760377826,1504.4334886327674,36.98553945403126,-3.0296170851238573,2,52,63,R054,FL,2,2019
1787.7,197.03135428803884,97.03135428803881,478.1831256668449,280.0,1018.8708690226374,100.0,1984.7313542880388,1777.0539946894824,41.9274502959598,13.123136999905963,0,46,86,R054,FL,2,2020
1472.1000000000001,269.8751457708322,89.35841300121385,465.9314220311569,280.0,784.2878949389542,100.0,1741.9751457708323,1530.219316970111,33.44341632996728,-6.113337948116395,7,53,68,R054,FL,2,2021
1193.4,281.1425869371194,163.94258693711936,511.57086740664215,280.0,487.3033521603526,100.0,1474.5425869371195,1278.8742195669947,39.23167549248805,11.623041471588023,0,53,60,R054,FL,2,2022
1119.9,297.777343297176,170.62952019345454,504.655978584353,280.0,465.6060020484538,100.0,1417.677343297176,1250.2619806328069,37.130916445653035,-5.391981017626073,1,56,55,R054,FL,2,2023
1290.3,265.83227805937975,105.23617757307787,540.9104062569825,280.0,558.6529296901463,100.0,1556.1322780593796,1379.5633359471287,33.297302290002904,-5.263345712234176,8,51,54,R054,FL,2,2024
2036.1,66.5174047391483,66.5174047391483,453.7588838000488,187.2,1315.0360325049637,0.0,2102.6174047391482,1955.9949163050126,29.103028297096234,-30.02249138033419,11,11,97,R054,SRI,2,2015
1761.9,136.9219887837618,136.92198878376178,455.7474715335245,192.0,1063.4065251428442,0.0,1898.821988783762,1711.1539966763687,32.59422151706198,8.74718885741471,0,22,85,R054,SRI,2,2016
1041.1999999999998,185.09242646403138,154.841362134255,468.10508005994205,188.64,396.4086644211145,0.0,1226.2924264640312,1053.1537444810565,24.803603011925507,-30.35106432977635,8,24,42,R054,SRI,2,2017
997.9,250.57776521895224,183.9932188660017,481.5067817626188,177.6,415.6911560122802,0.0,1248.4777652189523,1074.7979377748989,16.384621821147693,-33.31790733283226,35,26,40,R054,SRI,2,2018
1430.3000000000002,135.42885895265857,135.4288589526586,473.66136669429284,191.03999999999996,732.9204010465487,0.0,1565.7288589526588,1397.6217677408415,29.377796157440642,-7.718972760286942,3,21,66,R054,SRI,2,2019
1787.7,97.03135428803884,97.03135428803881,461.9427883483098,192.0,1027.6014442245685,0.0,1884.7313542880388,1681.5442325728782,33.068325029851714,13.952610890996004,0,16,88,R054,SRI,2,2020
1472.1000000000001,120.21710610937042,89.35841300121385,449.28248048018145,184.8,753.9806542136239,0.0,1592.3171061093706,1388.0631346938053,22.897498193038274,-32.85869310815657,18,17,68,R054,SRI,2,2021
1193.4,163.9425869371194,163.94258693711936,494.25423591468007,192.0,469.58165244348146,0.0,1357.3425869371194,1155.8358883581616,30.520840672862942,-2.2118000799654443,1,22,55,R054,SRI,2,2022
1119.9,183.63330544466393,170.62952019345454,487.12985227825055,191.51999999999998,458.63102401616186,0.0,1303.533305444664,1137.2808762944123,26.50834008568482,-6.5549145317439175,3,25,56,R054,SRI,2,2023
1290.3,136.9119921176663,105.23617757307787,522.5363823891166,185.27999999999997,555.7712480752818,0.0,1427.2119921176663,1263.5876304643984,24.699502300297482,-31.67581454458844,15,17,57,R054,SRI,2,2024
1634.1000000000001,267.13277964648455,45.504027253474995,476.1740545320313,280.0,970.8940537596623,100.0,1901.2327796464847,1727.0681082916935,31.91786183093951,-4.377907095757533,8,54,75,R054,FL,3,2015
1628.3000000000002,171.5848093456753,48.485866439486735,456.83434583028475,280.0,877.076082647356,100.0,1799.8848093456754,1613.9104284776408,35.887746689194735,-3.0989429061885723,2,40,74,R054,FL,3,2016
887.8999999999999,351.04899090443496,146.46919470652372,488.1679829420728,280.0,293.13217950110413,100.0,1238.9489909044348,1061.3001624431768,30.160985801018843,-4.109352510895205,7,65,31,R054,FL,3,2017
812.3000000000001,395.38665355863003,114.76471282042976,515.6328770740325,280.0,238.37860846285923,100.0,1207.68665355863,1034.0114855368918,23.419866267228315,-5.6056961471427975,10,61,26,R054,FL,3,2018
1202.8,326.4935916779548,97.5959985036981,498.8463582787407,280.0,573.0961936867457,100.0,1529.2935916779547,1351.9425519654865,32.20342005800467,-5.419184228715483,10,60,53,R054,FL,3,2019
1659.1,137.11263295123285,37.11263295123287,464.7191411951565,280.0,860.2534591319369,100.0,1796.2126329512328,1604.9726003270935,40.68506039052543,11.337735920472388,0,40,73,R054,FL,3,2020
1235.5,228.07108452778363,97.21310538854983,476.78224590794343,280.0,506.6136376566386,100.0,1463.5710845277836,1263.3958835645822,31.341312936246876,-5.104514738682244,4,50,51,R054,FL,3,2021
1153.9,263.332504485787,146.932504485787,493.03908073472314,280.0,430.3144419180203,100.0,1417.232504485787,1203.3535226527433,41.12262126313024,14.612923439847776,0,53,61,R054,FL,3,2022
990.6000000000001,307.7746007945881,121.50869072918687,498.8948262599244,280.0,337.2000450771825,100.0,1298.3746007945883,1116.094871337107,27.694555147428982,-4.5609153527551225,10,62,40,R054,FL,3,2023
1052.9,245.51580879282042,94.06772020928982,534.2873762638235,280.0,314.70666579588817,100.0,1298.4158087928206,1128.9940420597118,27.578220942426025,-3.9965220647640245,7,50,38,R054,FL,3,2024
1634.1000000000001,146.83577450453305,45.504027253474995,460.1148726074734,174.23999999999998,975.3125550371368,0.0,1780.9357745045331,1609.6674276446101,17.206893880369297,-33.918040250841784,39,13,74,R054,SRI,3,2015
1628.3000000000002,48.48586643948673,48.485866439486735,441.0696752210107,192.0,854.7766660318897,0.0,1676.7858664394869,1487.8463412529004,28.892759015984446,-0.9903393496909634,1,8,73,R054,SRI,3,2016
887.8999999999999,211.8099419783286,146.46919470652372,471.37628126800905,176.15999999999997,296.20843587225124,0.0,1099.7099419783285,943.7447171402603,16.044430861956663,-32.45374187144727,35,24,34,R054,SRI,3,2017
812.3000000000001,275.64436682802057,114.76471282042976,497.9013995196676,172.31999999999996,251.4107407401827,0.0,1087.9443668280205,921.6321402598503,7.839638563840184,-32.683779476651715,47,22,26,R054,SRI,3,2018
1202.8,195.61656633328255,97.5959985036981,482.03838010854156,179.04,573.2677833018768,0.0,1398.4165663332824,1234.3461634104183,18.678480404452003,-34.604495757968884,30,21,49,R054,SRI,3,2019
1659.1,37.11263295123286,37.11263295123287,448.7315255436046,192.0,867.5766722684457,0.0,1696.2126329512328,1508.3081978120504,31.681655272152533,8.002138435515512,0,10,77,R054,SRI,3,2020
1235.5,97.21310538854985,97.21310538854983,459.9815164710649,187.67999999999998,487.8259537963007,0.0,1332.7131053885498,1135.4874702673656,21.43301564243494,-26.377294979230932,13,17,50,R054,SRI,3,2021
1153.9,146.932504485787,146.932504485787,476.1030772501256,192.0,427.7379226484404,0.0,1300.832504485787,1095.840999898566,30.538052333318323,-0.529463222711009,1,22,55,R054,SRI,3,2022
990.6000000000001,184.97051708010923,121.50869072918687,481.39583466075067,180.96,327.180345330722,0.0,1175.5705170801093,989.5361799914726,17.0599785944276,-32.235362382843476,26,24,38,R054,SRI,3,2023
1052.9,124.75083294740115,94.06772020928982,515.932405052038,177.59999999999997,335.0406104293539,0.0,1177.6508329474013,1028.5730154813918,15.900303486751149,-27.083112738111332,33,16,40,R054,SRI,3,2024
1034.9,401.4657043712575,76.91541851134043,485.5476674116861,280.0,494.9581139945147,100.0,1436.3657043712576,1260.5057814062009,22.939403106928637,-4.835106096288978,10,72,38,R054,FL,4,2015
971.3,255.42634073608747,78.87860651539734,466.35691230698285,280.0,305.6765817165668,100.0,1226.7263407360874,1052.0334940235496,31.183045208273107,-5.0616000170752224,9,51,46,R054,FL,4,2016
660.9999999999999,441.9939122554016,163.2086568118043,490.27246042282616,280.0,158.9404599770676,100.0,1102.9939122554015,929.2129203998937,18.994436416670293,-4.076855652419668,11,72,16,R054,FL,4,2017
467.29999999999995,581.3976004619062,148.6519869385798,521.3468090634957,280.0,71.23952606214392,100.0,1048.6976004619062,872.5863351256396,7.522902610902899,-1.940257185658285,12,76,12,R054,FL,4,2018
733.1999999999999,504.3301054931201,136.75146271728562,510.12922372322134,280.0,266.40744046787415,100.0,1237.5301054931201,1056.5366641910955,22.9803265844431,-5.549687297856195,11,81,33,R054,FL,4,2019
1253.7,295.1120960585407,102.85979100368775,473.4792082086998,280.0,623.5472118149087,100.0,1548.8120960585406,1377.0264200236084,32.62857098420056,-4.767028891216641,9,54,52,R054,FL,4,2020
942.2,239.88548124606325,71.71458160659313,484.1687116336028,280.0,245.33341928669188,100.0,1182.0854812460634,1009.5021309202947,28.00975375109235,-3.5669595079406218,6,55,30,R054,FL,4,2021
1012.4,230.63951707302806,92.79283221503093,489.1177647192129,280.0,289.1480979585674,100.0,1243.039517073028,1058.2658626777802,34.070662785895436,-4.745689530533438,6,52,43,R054,FL,4,2022
780.8,430.64511623885903,159.81832962819928,518.7978189947034,280.0,238.21979298336004,100.0,1211.445116238859,1037.0176119780635,20.996014904803502,-3.7498206450192084,9,68,24,R054,FL,4,2023
782.5,335.88133933873803,151.03583191664472,524.3526812593127,280.0,145.2617505037332,100.0,1118.3813393387381,949.6144317630459,22.701414912391225,-3.044616230431677,3,61,21,R054,FL,4,2024
1034.9,271.99032459020964,76.91541851134043,468.72569784398274,166.55999999999997,521.7919957204571,0.0,1306.8903245902097,1157.0776935644399,5.289729678681418,-33.74265785513013,61,21,40,R054,SRI,4,2015
971.3,109.06159924732697,78.87860651539734,450.96144959141145,178.56,298.44302322873864,0.0,1080.361599247327,927.9644728201501,15.421081977403789,-30.48299273192963,30,14,42,R054,SRI,4,2016
660.9999999999999,318.6974778370735,163.2086568118043,474.00054065293386,168.95999999999998,173.26696658901358,0.0,979.6974778370734,816.2275072419474,4.825439073023439,-33.268832746518925,58,27,20,R054,SRI,4,2017
467.29999999999995,427.06599515440007,148.6519869385798,504.1102124849966,160.79999999999995,71.23952606214392,0.0,894.3659951544,736.1497385471405,-8.296195285431875,-34.13983084584954,79,28,12,R054,SRI,4,2018
733.1999999999999,361.3253758125985,136.75146271728562,492.64839660945813,167.99999999999997,265.0784303578025,0.0,1094.5253758125984,925.7268269672606,6.880429272034279,-33.16744596734832,56,31,28,R054,SRI,4,2019
1253.7,133.77731549871044,102.85979100368775,458.0158678891746,181.44,595.4825511281628,0.0,1387.4773154987106,1234.9384190173373,20.46031582052095,-32.21752449502271,24,18,49,R054,SRI,4,2020
942.2,104.44099534448395,71.71458160659313,468.1292240515436,183.35999999999999,224.7577093438282,0.0,1046.640995344484,876.2469333953718,13.279250446913796,-33.42641373789082,22,20,26,R054,SRI,4,2021
1012.4,92.79283221503093,92.79283221503093,473.3017520223552,188.16,274.7521596037682,0.0,1105.1928322150309,936.2139116261234,24.49352226245348,-19.541776250473532,11,19,40,R054,SRI,4,2022
780.8,267.99434024739503,159.81832962819928,501.7869534958069,166.55999999999997,228.53252210517016,0.0,1048.794340247395,896.8794756009771,4.537437277773496,-32.016819247204694,59,24,27,R054,SRI,4,2023
782.5,218.84415018892622,151.03583191664472,506.91457151656175,174.23999999999995,172.6474758932663,0.0,1001.3441501889263,853.802047409828,7.178050655468734,-29.286948306484792,46,23,23,R054,SRI,4,2024
634.6999999999999,575.3567831686672,62.554209484736845,509.25820451406037,280.0,238.34349660278144,100.0,1210.0567831686672,1027.601701116842,9.617522003493729,-5.930570609529551,11,84,18,R054,FL,5,2015
656.6,324.13009781655455,117.60604933776729,467.46008925013984,280.0,61.693105826060545,100.0,980.7300978165546,809.1531950762004,23.011385675230972,-4.8482900666601925,10,62,13,R054,FL,5,2016
382.7,613.0649717881554,171.86198776763277,500.3641687606186,280.0,35.830185169642576,100.0,995.7649717881554,816.1943539302613,9.434446336189659,-2.723002957613728,11,83,6,R054,FL,5,2017
204.8,782.1737107513147,239.12855302079743,538.2116421681496,280.0,0.01745840058728021,100.0,986.9737107513147,818.229100568737,7.354214654066616,-4.82014010399103,11,98,1,R054,FL,5,2018
504.1,664.880224643859,108.34369602732163,540.8569816445315,280.0,169.6032884905453,100.0,1168.980224643859,990.4602701350768,7.183398896078661,-3.710493082971203,11,89,13,R054,FL,5,2019
955.1999999999999,371.83455439029706,120.63148417682905,482.1993417175729,280.0,390.3092856027441,100.0,1327.034554390297,1152.508627320317,20.765443174033905,-4.035248512821978,8,63,20,R054,FL,5,2020
643.8,491.9427415276547,202.75610568378806,496.0613307965226,280.0,188.8894375227737,100.0,1135.7427415276547,964.9507683192963,23.675353538951217,-5.1619346180493695,10,72,24,R054,FL,5,2021
736.3,364.7832151611675,140.10920451762172,495.57545625795126,280.0,154.01904216797288,100.0,1101.0832151611676,929.5944984259241,20.03778140583802,-3.502786522766528,12,63,20,R054,FL,5,2022
533.8,541.4868943232677,180.37200545186633,524.2044201069286,280.0,96.87534095660902,100.0,1075.2868943232677,901.0797610635377,15.85450209766178,-4.86129616689364,11,78,11,R054,FL,5,2023
545.0,553.9511188488029,150.4971758843514,536.9394019912118,280.0,108.13963511782498,100.0,1098.951118848803,925.0790371090368,14.560237883487828,-3.346513736676231,9,83,12,R054,FL,5,2024
634.6999999999999,408.6834765586938,62.554209484736845,491.5872118265051,159.83999999999997,238.34349660278144,0.0,1043.3834765586937,889.7707084292865,-8.432533635342299,-31.9517109945121,80,24,18,R054,SRI,5,2015
656.6,184.14238539650438,117.60604933776729,452.23450783627356,173.27999999999997,63.33693941308045,0.0,840.7423853965045,688.851447249354,8.440482969539215,-33.8501706854092,50,25,12,R054,SRI,5,2016
382.7,445.0703733472189,171.86198776763277,484.0595477217672,161.27999999999997,35.830185169642576,0.0,827.7703733472189,681.1697328914098,-7.641816860313725,-33.84471227609811,77,35,6,R054,SRI,5,2017
204.8,641.6126975329721,239.12855302079743,520.3469816009919,159.35999999999996,0.01745840058728021,0.0,846.4126975329721,679.7244400015792,-9.335580247099928,-34.97614474594537,84,45,1,R054,SRI,5,2018
504.1,487.3514915081803,108.34369602732163,522.1761073784992,156.47999999999996,169.6032884905453,0.0,991.4514915081803,848.2593958690445,-11.119904350694126,-34.02470496949877,92,30,13,R054,SRI,5,2019
955.1999999999999,219.03791829536544,120.63148417682905,466.15003476238786,170.87999999999997,387.3995570705657,0.0,1174.2379182953655,1024.4295918329535,7.755043559341662,-33.47913535138169,49,21,21,R054,SRI,5,2020
643.8,346.53677515687696,202.75610568378806,479.9710151299157,176.64,169.71385060907068,0.0,990.3367751568769,826.3248657389863,8.451219824355073,-33.3779815002041,46,31,21,R054,SRI,5,2021
736.3,217.88614996363052,140.10920451762172,479.6492339649493,176.15999999999997,139.49606885044807,0.0,954.1861499636304,795.3053028153973,9.205052276430928,-32.89701526221998,41,24,21,R054,SRI,5,2022
533.8,401.20468605462366,180.37200545186633,507.07430858168505,156.48,116.00803473487696,0.0,935.0046860546236,779.562343316562,-5.133115340429605,-31.026013609886384,83,30,13,R054,SRI,5,2023
545.0,386.49662678624156,150.4971758843514,519.6586832887562,170.88,96.96171924384049,0.0,931.4966267862416,787.5004025325966,-1.8368924416877104,-34.26035745068552,68,33,11,R054,SRI,5,2024
116.1,907.211915081795,295.91602486500534,557.2052391598473,280.0,10.541964304086523,100.0,1023.3119150817951,847.7472034639338,6.938576743402633,-4.16836460864982,10,106,1,R054,FL,6,2015
563.5,474.45414105561485,194.52019156750458,478.47704900365005,280.0,86.29944216898303,100.0,1037.9541410556149,844.7764911726331,14.579515585455145,-2.5847204291401393,1,72,11,R054,FL,6,2016
192.10000000000002,804.6899557704721,287.8996162607489,539.8254833392671,280.0,0.0,100.0,996.7899557704721,819.8254833392671,6.818843329347417,-7.2570881436249,12,95,0,R054,FL,6,2017
118.69999999999999,905.1578527591719,299.94144091675474,568.8997223228125,280.0,0.0,100.0,1023.8578527591719,848.8997223228125,6.9240121824752325,-4.2623829414290535,11,104,0,R054,FL,6,2018
106.8,939.6537038362287,277.5017075406257,591.1893126043772,280.0,0.0,100.0,1046.4537038362287,871.1893126043772,6.532925040958557,-5.147577965915068,13,106,0,R054,FL,6,2019
557.0,580.2980193129695,172.98159269983017,516.8741084976286,280.0,158.86028709857806,100.0,1137.2980193129695,955.7343955962067,11.743717560965658,-7.227067308512712,11,88,6,R054,FL,6,2020
550.0999999999999,524.4805337995899,237.2559039732645,505.10568587600505,280.0,111.09005980717711,100.0,1074.5805337995898,896.1957456831822,15.50104757876917,-5.324402585877985,7,73,6,R054,FL,6,2021
530.9,452.4331119222531,200.99785851335434,508.5426931830856,280.0,15.920236934530378,100.0,983.333111922253,804.462930117616,18.527946555288846,-4.079938457594107,5,74,8,R054,FL,6,2022
305.2,750.9871771033288,235.55664596356547,554.6069801130194,280.0,44.22028109316566,100.0,1056.1871771033288,878.8272612061851,8.41025413005654,-4.363237142866535,10,96,5,R054,FL,6,2023
394.5,728.6225712784195,280.8498314679214,566.2040582535737,280.0,102.46901340981357,100.0,1123.1225712784194,948.6730716633873,12.410190109474435,-6.110986710497256,9,94,6,R054,FL,6,2024
116.1,732.3324306927017,295.91602486500534,538.1658336605535,157.92,10.541964304086523,0.0,848.4324306927017,706.62779796464,-10.96489379326682,-33.15275925070153,90,45,1,R054,SRI,6,2015
563.5,312.4468359507079,194.52019156750458,462.0809630756336,170.88,56.392869719205294,0.0,875.946835950708,689.3538327948388,-1.6362015474336904,-28.179861049091603,54,31,8,R054,SRI,6,2016
192.10000000000002,655.7407031844044,287.8996162607489,521.6326657129515,157.92,0.0,0.0,847.8407031844044,679.5526657129515,-9.000248449887446,-33.53243813076207,88,44,0,R054,SRI,6,2017
118.69999999999999,741.0694138536254,299.94144091675474,549.4990648100429,160.32,0.0,0.0,859.7694138536253,709.8190648100428,-10.050482092475153,-34.01375315443464,87,48,0,R054,SRI,6,2018
106.8,782.8778720362682,277.5017075406257,570.7506231543472,157.91999999999996,0.0,0.0,889.6778720362681,728.6706231543471,-11.128240802706932,-35.647772799769676,89,49,0,R054,SRI,6,2019
557.0,402.91801351402785,172.98159269983017,499.11394505841633,160.31999999999996,153.67545236823702,0.0,959.9180135140278,813.1093974266532,-5.242628932105029,-34.32692347182673,79,34,6,R054,SRI,6,2020
550.0999999999999,395.25989266793243,237.2559039732645,487.87881859170494,170.39999999999998,130.6467728309176,0.0,945.3598926679324,788.9255914226226,0.99825840687577,-30.998318721452584,59,32,14,R054,SRI,6,2021
530.9,326.30501739989023,200.99785851335434,490.94999734040584,174.23999999999998,24.085049205572176,0.0,857.2050173998903,689.2750465459781,5.025004636587369,-30.084787028768382,52,31,10,R054,SRI,6,2022
305.2,585.2844114076574,235.55664596356547,535.7078137921669,158.87999999999997,44.22028109316566,0.0,890.4844114076575,738.8080948853326,-9.020830334917148,-34.72697839597806,83,37,5,R054,SRI,6,2023
394.5,542.7855652996749,280.8498314679214,546.8607218512241,164.16,65.95625112068498,0.0,937.2855652996749,776.976972971909,-4.645271604717932,-31.694711745301902,75,38,4,R054,SRI,6,2024
96.5,950.6169030178794,311.837872395892,599.0751619951272,280.0,0.0,100.0,1047.1169030178794,879.0751619951272,6.7038461750352925,-5.459443214966721,11,104,0,R054,FL,7,2015
804.6999999999999,478.0593652074456,266.2919680434332,476.485136475501,280.0,324.26306083979756,100.0,1282.7593652074456,1080.7481973152985,25.681781686848684,1.9338893202017164,0,69,27,R054,FL,7,2016
364.4,734.9402745105181,274.4753948487483,549.5547751816935,280.0,75.64843851802156,100.0,1099.3402745105182,905.203213699715,13.091718793215783,0.10607807897310284,0,90,4,R054,FL,7,2017
95.30000000000001,965.6389208737387,314.3168265916212,604.5334761268778,280.0,4.398446643277476,100.0,1060.9389208737387,888.9319227701552,6.4774642807914145,-6.899562912319371,11,107,1,R054,FL,7,2018
82.80000000000001,1004.0735487683371,336.03091911709305,640.4160970185228,280.0,0.0,100.0,1086.873548768337,920.4160970185228,5.988074882426339,-6.543736421451892,14,104,0,R054,FL,7,2019
534.9999999999999,639.2187648707355,247.7924059485882,552.7131917762796,280.0,167.56942421324624,100.0,1174.2187648707354,1000.2826159895258,9.691697567571227,-4.723356869824226,9,80,4,R054,FL,7,2020
457.7,554.4632937091237,203.5701521409051,533.7936832194412,280.0,15.15444419663877,100.0,1012.1632937091238,828.94812741608,10.261076689194953,-6.969113871087007,9,77,3,R054,FL,7,2021
625.5999999999999,474.12453572243163,192.42811419805278,522.8863698878557,280.0,78.05808432256168,100.0,1099.7245357224315,880.9444542104175,17.535357941998146,-1.6261827648851286,3,71,16,R054,FL,7,2022
180.0,887.3134588264659,261.05329379934216,610.0544490205226,280.0,0.1931656052564712,100.0,1067.3134588264659,890.2476146257791,6.387950900435568,-5.4590776328719715,12,103,1,R054,FL,7,2023
362.3,750.4587587586154,266.48205444157145,597.2939759410763,280.0,65.48863006631366,100.0,1112.7587587586154,942.78260600739,11.564780073631253,-4.922693389726421,14,89,5,R054,FL,7,2024
96.5,807.5022341932388,311.837872395892,577.8900922025246,158.87999999999997,0.0,0.0,904.0022341932388,736.7700922025246,-10.049000158510461,-31.9077575626359,92,50,0,R054,SRI,7,2015
804.6999999999999,366.3407442810588,266.2919680434332,459.6375847562905,183.35999999999999,333.50875278321956,0.0,1171.0407442810588,976.50633753951,10.189718459819927,-29.19869157500972,36,35,25,R054,SRI,7,2016
364.4,606.4152297311571,274.4753948487483,529.2110501596301,168.48,79.35478015473053,0.0,970.815229731157,777.0458303143606,-1.5651157890881344,-30.253386351449223,64,43,6,R054,SRI,7,2017
95.30000000000001,805.2655390371658,314.3168265916212,583.1802882737295,156.48,4.398446643277476,0.0,900.5655390371658,744.058734917007,-11.386323418096724,-35.274917730945475,90,48,1,R054,SRI,7,2018
82.80000000000001,825.7672015667652,336.03091911709305,617.4498452315829,155.51999999999998,0.0,0.0,908.5672015667651,772.9698452315829,-11.939065311693042,-35.066263404009135,95,49,0,R054,SRI,7,2019
534.9999999999999,497.5246433425627,247.7924059485882,532.534985892667,163.67999999999998,167.56942421324624,0.0,1032.5246433425625,863.7844101059131,-7.551549355994698,-29.277814538884595,86,36,4,R054,SRI,7,2020
457.7,396.1032941647196,203.5701521409051,515.1421921840667,167.03999999999996,15.15444419663877,0.0,853.8032941647195,697.3366363807055,-4.827668706595895,-33.111681010353884,68,36,3,R054,SRI,7,2021
625.5999999999999,346.5428403439986,192.42811419805278,503.87244975833426,176.16,83.33030907365004,0.0,972.1428403439985,763.3627588319843,3.7103619345495615,-28.544857954274026,47,32,15,R054,SRI,7,2022
180.0,712.7067355460164,261.05329379934216,588.1694041372866,157.43999999999997,0.1931656052564712,0.0,892.7067355460164,745.802569742543,-11.31493129787574,-35.58589277417407,93,45,1,R054,SRI,7,2023
362.3,609.2776419711023,266.48205444157145,575.8834807039199,165.6,61.50367517970317,0.0,971.5776419711024,802.987155883623,-3.4520739012286046,-33.490610911170485,71,41,5,R054,SRI,7,2024
185.5,939.458048073117,337.64055626103,632.9770505518509,280.0,20.34585603713454,100.0,1124.958048073117,933.3229065889855,10.59149961949483,-5.115323896884189,4,102,4,R054,FL,8,2015
1165.8,463.4925390343955,245.38114861726282,475.3741959412114,280.0,662.4498735013971,100.0,1629.2925390343955,1417.8240694426086,33.36778634592317,4.4610839316122615,0,66,54,R054,FL,8,2016
