di,saluran,kode,jenis,tingkat,hulu,terhubung,panjang_saluran_m,panjang_di_di_m,pangsa_di_di,luas_layanan_ha,luas_layanan_di_di_ha,debit_l_detik,debit_lahan_l_detik,debit_lahan_di_di_l_detik,kum_t_air_jam
DI Citikey,CTL.9.Ka,R104,Tersier,7.0,SS Citikey Kiri,True,1439.3289165223346,406.05643898986017,0.2821151123476086,20.72621882130481,5.847179551313526,5.044684856784717,5.044684856784717,1.4231818351301002,31.91395871744457
DI Citikey,CTL.10.Ki,R127,Tersier,7.0,SS Citikey Kiri,True,564.7341725567285,370.29710205911766,0.6557016027251666,24.226763141842568,15.885527420949165,5.896704372576399,5.896704372576399,3.866478507894843,30.64290366622691
DI Citikey,CTL.11.Ki.a2,R106,Tersier,7.0,SS Citikey Kiri,True,731.4403055595919,341.41473032005644,0.46677046332421546,16.778367617246758,7.831646426526282,9.849146625151116,4.083792503111439,1.9061937187972837,30.750204804898303
DI Citikey,CTL.11.Ki.a1,R105,Tersier,8.0,CTL.11.Ki.a2,True,320.54886357033246,320.52862193835506,0.9999368532093611,23.687107224348352,23.685611459547616,5.7653541220396765,5.7653541220396765,5.764990058429973,31.189902357463215
DI Citikey,CTR.3.Ki.b,R027,Tersier,,,False,696.7827565265483,315.3269125935633,0.45254695188707494,56.5020948970724,25.569850820904367,13.737118465267834,13.737118465267834,6.216691089168611,
DI Citikey,KL.7M.b,R025,Tersier,5.0,SS Kawung Luwuk,True,961.8047925887992,298.72648038027603,0.3105895111795213,37.33174127127997,11.594847272927208,9.0758220516398,9.0758220516398,2.818855134571126,20.78189072536412
DI Citikey,CTL.6.Ka,R067,Tersier,,,False,327.79547650447086,250.50741084981837,0.7642186326704897,5.39965849659815,4.12651963315783,1.3142568687732672,1.3142568687732672,1.0043795872317054,
DI Citikey,CTR.5.Ki,R060,Tersier,7.0,SS Citikey Kanan,True,1256.832679104008,230.99380100474463,0.1837904160555559,27.96500611776165,5.1397001093795796,6.80075494082528,6.80075494082528,1.2499135800661558,27.510041866301485
DI Citikey,CTL.9.Ki,R108,Tersier,7.0,SS Citikey Kiri,True,908.7877130430836,161.86008535247163,0.17810549485806945,13.228546621477744,2.356076842271336,3.219779227171076,3.219779227171076,0.5734603725890369,31.314630105063863
DI Citikey,CTL.11M,R107,Tersier,7.0,SS Citikey Kiri,True,817.9201371308275,155.59393937986513,0.1902312124575772,18.752293219275785,3.5672714754628365,4.564238679948078,4.564238679948078,0.8682606580322946,31.062026647207677
DI Citikey,KL.7M.a,R024,Tersier,5.0,SS Kawung Luwuk,True,355.1908551736623,144.00718972168343,0.40543608492193434,13.11655774396322,5.317925819364928,3.1888023424680347,3.1888023424680347,1.2928555373201334,20.169027595631245
DI Citikey,Suplesi Cicukanggantung,R154,Suplesi,5.0,SS Kawung Luwuk,True,2146.492843628349,574.7485449208561,0.2677616869895188,0.0,0.0,83.50910336408047,0.0,0.0,22.33661507311932
DI Parigi,SS Situ Bagendit,R167,Sekunder,7.0,SS Parigi,True,3927.807329985037,2184.346288707184,0.5561235837694476,0.0,0.0,20.746991863387997,0.0,0.0,27.45809930152432
DI Parigi,SS Cinanti,R169,Sekunder,5.0,CN.6M,True,4787.803351743152,1579.1948673107822,0.3298370361714681,0.0,0.0,136.3237760674273,0.0,0.0,18.277683194091303
DI Parigi,SS Ranca Ucing,R156,Sekunder,7.0,SS Parigi,True,1454.8751443766023,536.4789441314531,0.36874569354288356,0.0,0.0,16.289866276783137,0.0,0.0,23.981558988505277
DI Parigi,SS Parigi,R159,Sekunder,6.0,SS Cinanti,True,3432.47831684157,355.7164563619902,0.10363254288210809,0.0,0.0,92.37907506096222,0.0,0.0,21.726047368257785
DI Parigi,PG.5.Ki,R111,Tersier,6.0,SS Cinanti,True,1511.7573469882325,1263.96711252242,0.8360912649378106,60.04922506286792,50.20663254134852,6.074573893328356,12.711070049703157,10.627614636569431,20.3244550508875
DI Parigi,CN.6.Ki,R123,Tersier,6.0,SS Cinanti,True,601.9161667093609,599.383172961197,0.9957917831614133,30.171216247367028,30.044249227114214,6.386567733447252,6.386567733447252,6.359691671570584,19.08247849356677
DI Parigi,RU.4.Ka,R160,Tersier,8.0,SS Ranca Ucing,True,900.6227085245637,583.5911523795723,0.6479862731150038,12.312461575588287,7.978306089237142,2.6064621627808635,2.6064621627808635,1.688951702875644,25.488153360216348
DI Parigi,BG.2.Ka,R115,Tersier,8.0,SS Situ Bagendit,True,837.3929759350264,546.3324795543397,0.6524206618097186,10.82389070274014,7.061729935637782,2.2913546580209387,2.2913546580209387,1.4949271224268021,28.90477950534537
DI Parigi,BG.3M,R117,Tersier,8.0,SS Situ Bagendit,True,572.5842070056942,453.8113553570061,0.792567014256635,45.32687609232251,35.9245868500725,9.595435829871072,9.595435829871072,7.605025926172052,28.149595015328188
DI Parigi,PG.1.Ka,R109,Tersier,7.0,SS Parigi,True,506.1096712366356,398.1326251600252,0.7866528695000478,1.0451770215483538,0.8221915031365258,0.2213410224765323,0.2213410224765323,0.17411855046923871,23.2944063017804
DI Parigi,BG.1B.Ka,R114,Tersier,8.0,SS Situ Bagendit,True,447.787061860727,345.95479698369695,0.7725877463857979,20.65556408336109,15.958235705491372,4.372662684452064,4.372662684452064,3.3782656090860934,28.116289409211145
DI Parigi,BG.3.Ka,R116,Tersier,8.0,SS Situ Bagendit,True,382.3173566444208,343.3868885487092,0.8981723758570569,0.0,0.0,0.0,0.0,0.0,
DI Parigi,PG.2.Ka,R110,Tersier,7.0,SS Parigi,True,501.6020257738925,319.8170317283551,0.6375911884225908,9.52764974748507,6.074745525373203,2.017705798566542,2.017705798566542,1.286471437995194,22.620610767001757
DI Parigi,RU.4M.b,R119,Tersier,8.0,SS Ranca Ucing,True,614.2894426532777,299.3062823036785,0.4872398278747815,27.580393374653635,13.438266120585,5.83857673985975,5.83857673985975,2.8447871257629673,24.82152672893156
DI Parigi,RU.4M.a,R120,Tersier,8.0,SS Ranca Ucing,True,368.5622373470301,275.16475137747926,0.7465896488966399,13.768971780012924,10.279771806907592,2.9147952052217003,2.9147952052217003,2.176155928872079,24.5811086025085
DI Parigi,C.1.M,R085,Tersier,4.0,SS Cikukuk,True,1006.7270480318645,256.2098186404206,0.25449779971771574,23.13126578964805,5.8868562481510995,4.736713597076828,4.736713597076828,1.2054831883490396,14.879735607299724
DI Parigi,RU.1.Ka,R157,Tersier,8.0,SS Ranca Ucing,True,581.1024695311257,182.38775290187039,0.3138650452630732,7.270715667074319,2.2820235019412167,1.5391597501624503,1.5391597501624503,0.48308844465183787,25.09047358564372
DI Parigi,RU.2.Ki,R118,Tersier,8.0,SS Ranca Ucing,True,485.787667367498,181.02846795822248,0.3726493695058639,8.322833691206755,3.1014987275303594,1.7618857910800587,1.7618857910800587,0.6565656291873242,24.877786663682468
DI Parigi,PG.6M,R113,Tersier,7.0,SS Parigi,True,568.2809513945241,166.32254842050733,0.2926766206264045,27.34367011374889,8.002852964415238,5.790670648568387,5.790670648568387,1.6947939165835053,22.50470615083251
DI Parigi,PG.5.Ka,R112,Tersier,7.0,SS Parigi,True,331.42482669911385,154.76040503824356,0.46695477396671853,12.50023646096124,5.837045091158689,2.6472215351316817,2.6472215351316817,1.236132733577244,22.27832031509738
